id,vehicle_id,color,automatic,odometer_range,market_country,number_of_doors,number_of_seats,fuel_type,make,description,vehicle_type,horsepower,year,model,body_type,msrp,extras,avg_daily_price,list_countries,list_cities,list_latitudes,list_longitudes
1392963,1392963,,1,80-90,US,4.0,5.0,GASOLINE,TOYOTA,"Aloha and welcome! Sporty and reliable Toyota Corolla. Safe and comfortable. Great AC. Great gas mileage. Great overall experience!

Explore Oahu with UNLIMITED miles!
Don't forget to check out the extras for beach gear or car seats. 

It will always be cleaned and sanitized for your safety.

All pickups and returns will be contactless at my location listed. Thank you for understanding I am not able to do any deliveries. 

I look forward to hosting your Turo experience. Mahalo!",CAR,132.0,2015.0,Corolla,SEDAN,19195.0,"BEACH_GEAR,CHILD_SAFETY_SEAT,CHILD_SAFETY_SEAT,PREPAID_REFUEL",65.0,US,Kaneohe,21.3924400,-157.7970200
1392963,1392963,,1,80-90,US,4.0,5.0,GASOLINE,TOYOTA,"Aloha and welcome! Sporty and reliable Toyota Corolla. Safe and comfortable. Great AC. Great gas mileage. Great overall experience!

Explore Oahu with UNLIMITED miles!
Don't forget to check out the extras for beach gear or car seats. 

It will always be cleaned and sanitized for your safety.

All pickups and returns will be contactless at my location listed. Thank you for understanding I am not able to do any deliveries. 

I look forward to hosting your Turo experience. Mahalo!",CAR,132.0,2015.0,Corolla,SEDAN,21495.0,"BEACH_GEAR,CHILD_SAFETY_SEAT,CHILD_SAFETY_SEAT,PREPAID_REFUEL",65.0,US,Kaneohe,21.3924400,-157.7970200
1392963,1392963,,1,80-90,US,4.0,5.0,GASOLINE,TOYOTA,"Aloha and welcome! Sporty and reliable Toyota Corolla. Safe and comfortable. Great AC. Great gas mileage. Great overall experience!

Explore Oahu with UNLIMITED miles!
Don't forget to check out the extras for beach gear or car seats. 

It will always be cleaned and sanitized for your safety.

All pickups and returns will be contactless at my location listed. Thank you for understanding I am not able to do any deliveries. 

I look forward to hosting your Turo experience. Mahalo!",CAR,132.0,2015.0,Corolla,SEDAN,17550.0,"BEACH_GEAR,CHILD_SAFETY_SEAT,CHILD_SAFETY_SEAT,PREPAID_REFUEL",65.0,US,Kaneohe,21.3924400,-157.7970200
1383698,1383698,WHITE,1,0-10,US,4.0,8.0,GASOLINE,HONDA,"Honda Odyssey 2022 is the driver's choice in the minivan class. A strong V6 gives you plenty of power to cruise the Big Island. Fit your whole family! Enjoy the sunsets and beaches with this van! Have fun and be safe while in Hawaii!! 

The 8th small seat would be installed per request.

Please refer to guidelines so you know all the rules thanks!",MINIVAN,280.0,2022.0,Odyssey,PASSENGER_MINIVAN,39710.0,"BEACH_GEAR,CHILD_SAFETY_SEAT,PREPAID_REFUEL,COOLER,COOLER,COOLER,BODY_BOARD,SNORKELING_GEAR",110.0,US,Kailua-Kona,19.7393600,-156.0408400
1357232,1357232,BLACK,1,0-10,US,4.0,7.0,GASOLINE,FORD,"2021 Ford Expedition MAX Limited
Purchased brand new 02/05/2022
This is the MAX model (long wheelbase)
7 seater prestigious American suv with the high tech safety and luxury features that the European SUVs would dream to have 
Limited trim
Premium big rims
Premium bang and olufsen sound system 
Apple CarPlay 🍏 
Book with confidence our mail goal is guest satisfaction 

Book for 3 days or longer we will deliver the car free to any of the major airports in LA
Unlimited Miles is only within 250 miles of Beverly Hills if you wish to travel further we offer low priced unlimited miles nationwide packages",SUV,375.0,2021.0,Expedition Max,FOUR_DOOR_SUV,67225.0,"BEACH_GEAR,CHILD_SAFETY_SEAT,UNLIMITED_MILES,UNLIMITED_MILES,CHILD_SAFETY_SEAT,COOLER,PET_FEE,PREPAID_REFUEL",154.0,"US,US,US","Los Angeles,Los Angeles,Beverly Hills","33.9460300,33.9450100,34.0977800","-118.3826500,-118.3721700,-118.4181500"
1362956,1362956,WHITE,1,0-10,US,4.0,6.0,GASOLINE,JEEP,Brand NEW 2021 Jeep Grand Cherokee L Limited. 6 seats total - with comfortable captain seats in the 2nd row that have plenty of leg room. Third row easily folds down to give plenty of cargo space for luggage or stroller. Black leather interior. Less than 1k miles. Smoke free vehicle.,SUV,290.0,2021.0,Grand Cherokee L,FOUR_DOOR_SUV,44405.0,"BEACH_GEAR,COOLER",102.0,US,San Diego,32.8254900,-117.1731900
1334068,1334068,RED,1,10-20,US,4.0,5.0,GASOLINE,CHEVROLET,"2019 Chevy Cruze! Nice cold A/C, Bluetooth and Seats 5! Save on Gas with this car and explore the island! We offer unlimited mileage and we detail and sanitize our cars for your safety! As you can see we have over 1000 trips with multiple cars. Have any questions or concerns? We respond quickly! We have great reviews and treat our guest to the best Hawaiian Experience!

>>>Want to make your trip much easier?? We offer prepaid fuel so your drop offs are hassle free. You can also rent our bodyboards, coolers, beach chairs and car seats for children. Just add it to your trip.",CAR,153.0,2019.0,Cruze,SEDAN,19120.0,"BEACH_GEAR,COOLER,CAMP_CHAIR,PREPAID_REFUEL,BODY_BOARD,CHILD_SAFETY_SEAT",50.0,US,Pearl City,21.3885300,-157.9563900
1398898,1398898,,1,50-60,US,4.0,,GASOLINE,TOYOTA,"2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck.",TRUCK,278.0,2018.0,Tacoma,CREW_CAB_PICKUP,33350.0,"BEACH_GEAR,PET_FEE",100.0,"US,US","Destin,Destin","30.3987300,30.3987300","-86.5032500,-86.5032500"
1398898,1398898,,1,50-60,US,4.0,,GASOLINE,TOYOTA,"2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck.",TRUCK,278.0,2018.0,Tacoma,CREW_CAB_PICKUP,31465.0,"BEACH_GEAR,PET_FEE",100.0,US,Destin,30.3987300,-86.5032500
1398898,1398898,,1,50-60,US,4.0,,GASOLINE,TOYOTA,"2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck. 

2018 Toyota Tacoma Fun Truck.",TRUCK,278.0,2018.0,Tacoma,CREW_CAB_PICKUP,37340.0,"BEACH_GEAR,PET_FEE",100.0,US,Destin,30.3987300,-86.5032500
1324612,1324612,SILVER,1,50-60,US,4.0,,GASOLINE,HONDA,"We call this car Harvey! Harvey is available for Pick Up/Drop off all around the island... avoiding the hassle that comes with renting commercial vehicles.

Harvey is the perfect car to take around the island, he's big enough to fit all your beach or hiking needs while small enough to maneuver around down town and small parking lots.

To maintain the cleanliness and integrity of Harvey, we ask our guests to keep the sand at the beach, throw out all food and drinks in a timely manner, and take out any wet towels or clothes. No smoking, or off roading is permitted! After each trip, we take Harvey to professional cleaners to make sure he's in perfect condition for our next guests.

We also have extra packages such as a Beach Kit with an additional charge that includes 2 Beach Chairs, a Beach Umbrella, and 2 Beach Towels! Our Large BackPack Cooler is also very convenient for those long beach days. We hope to create more diverse kits in the future if there is a demand for them. Anything that breaks during a trip must be replaced by our guest or at least paid for.

Harvey Features Include: 
AWD
Seats 4-5 people
Spacious Trunk
Roof Rack & Straps
Bluetooth Capable
Rearview Camera
Blindspot Camera for lane changes (Right)",SUV,141.0,2018.0,HR-V,FOUR_DOOR_SUV,23920.0,"BEACH_GEAR,PREPAID_REFUEL,BEACH_GEAR,COOLER",44.0,"US,US","Laie,Laie","21.6238000,21.6419000","-157.9190500,-157.9267500"
1329234,1329234,,1,70-80,US,4.0,7.0,GASOLINE,TOYOTA,"Comfy and spacious van for travel. Local looking so the vehicle won’t be a likely target for theft. Seats 7, has cold AC in front and rear, AUX connection for music, power windows, and dual sliding doors, (Backside driver window does not roll down), Tinted, all-weather mats throughout, and back row of seats fold down flat. 
Well-maintained and smooth driving for your driving needs. Not a perfect looking car, but it’s smooth running, maintained, and has cold AC.",MINIVAN,265.0,2011.0,Sienna,PASSENGER_MINIVAN,26300.0,"BEACH_GEAR,PREPAID_REFUEL,CHILD_SAFETY_SEAT",60.0,US,Waialua,21.5753100,-158.1069400
1343809,1343809,,1,40-50,US,4.0,,GASOLINE,HONDA,"Enjoy your family Hawaiian Vacation with a spacious 2018 Honda Odyssey! This car is super spacious, great family vehicle, with tons of room for luggage. This vehicle is fully loaded with leather seats, reverse camera, touch screen entertainment panel, blue tooth, capitan seats, one touch automatic side door & blind spot indicator. Infant car seat and booster seats available upon request.",MINIVAN,280.0,2018.0,Odyssey,PASSENGER_MINIVAN,37460.0,"BEACH_GEAR,PREPAID_REFUEL,CHILD_SAFETY_SEAT,COOLER,SNORKELING_GEAR",100.0,"US,US,US","Aiea,Honolulu,Honolulu","21.3826200,21.3186500,21.3311200","-157.9507300,-157.9253000,-157.9200600"
1343809,1343809,,1,40-50,US,4.0,,GASOLINE,HONDA,"Enjoy your family Hawaiian Vacation with a spacious 2018 Honda Odyssey! This car is super spacious, great family vehicle, with tons of room for luggage. This vehicle is fully loaded with leather seats, reverse camera, touch screen entertainment panel, blue tooth, capitan seats, one touch automatic side door & blind spot indicator. Infant car seat and booster seats available upon request.",MINIVAN,280.0,2018.0,Odyssey,PASSENGER_MINIVAN,39460.0,"BEACH_GEAR,PREPAID_REFUEL,CHILD_SAFETY_SEAT,COOLER,SNORKELING_GEAR",100.0,"US,US,US","Aiea,Honolulu,Honolulu","21.3826200,21.3186500,21.3311200","-157.9507300,-157.9253000,-157.9200600"
1325609,1325609,,1,10-20,US,4.0,5.0,GASOLINE,KIA,"You must choose pick up and drop off at the airport or your hotel for $120.00 as I don’t offer pick up any other way  within 20 miles of my location.  Reason for fee,  I have a second car that follows me to you to save you time and the fee covers your party for both pick up and drop off.  Mahalo for understanding


2020 Kia Soul
Great Gas mileage 
Seats 5
No smoking/vaping
No pets 
No off roading or curbing 

Parking/Traffic Tickets must be paid by the renter directly to the corresponding agency BEFORE we receive a notice in the mail. A processing fee is added to any ticket we have to process.

If brought back dirty you will be charged a cleaning fee of $40
If vehicle is EXTRA dirty, including sand, you will be charged 250.00 upon returning 
Vehicle is cleaned and sanitized after every use.

Upon return the renter must return vehicle with the same amount of gas when the vehicle is delivered.

Beach chairs and cooler available at an extra charge $30.

A smoking charge of 400.00 will be charged in the event anyone in your party smokes in any of my cars.  A lost key / key fob will be charged 450.00 to replace it 

Please care for my car as if it’s your own car 
Mahalo",CAR,147.0,2020.0,Soul,FOUR_DOOR_HATCHBACK,18990.0,"BEACH_GEAR,PREPAID_REFUEL,LUGGAGE_RACK,BEACH_GEAR,PREPAID_REFUEL,UNLIMITED_MILES",49.0,"US,US,US,US,US","Kalaoa,Kailua-Kona,Kailua-Kona,Kailua-Kona,Kailua-Kona","19.7369200,19.6386700,19.6418600,19.7200900,19.6423100","-156.0429200,-155.9909200,-155.9957800,-156.0022200,-155.9955700"
1369147,1369147,RED,1,50-60,US,2.0,4.0,GASOLINE,,"Rent This Super Cool Convertible Sport Car !!! While Cruising Around Sunny Florida. This 2019 Red Shinny Convertible Mustang Makes You Enjoy South Florida’s Wonderful Sunshine & Beautiful Beaches, This Car Is Perfect For any occasion. 

2019 Ford Convertible Mustang, Black Luxurious Interior, Turbo Engine, 10 Speed Automatic Transmission, Great EcoBoost Gas mileage and looks amazing clean & immaculately kept. 

This car is fully equipped! 
Navigation, Apple Play, Android Auto, Rear Backup Camera, Bluetooth, SunPass, Keyless Start/Entry and much more features.

This Vehicle also is equipped with an GPS tracking device.**


Below are a few simple rules to follow during your reservation:-

-No Track Racing
-No Pets 
-No Smoking ($140 cleaning fee)
-$200 Lost Key Fee 
-Must Be 21 or Older 

We want all our guest to be 100% satisfied and to have a fun, stress free experience and enjoy Florida and all that it as to offer with the top down. 

Please Drive Responsibly! Don’t hesitate to reach out if you have any questions.

Looking Forward To Doing Business With You.

Always park in a LEGAL parking space. You will be responsible for any parking tickets, fees, and towing charges during the reservation period.

Please Note That After The Reservation Ends Charges may be applied  for additional miles, fuel below beginning level used during the reservation period. 

Please return the vehicle in the same condition you received it in, clean! (Or use our pre-pay cleaning option)

Toll charges will be billed within 7 days of trip finishing. It will include a $10 admin fee with it.

If you need additional help, I'm only one phone call / message away. I'm a professional renter. I'm always available for my renters and will do my best to help you enjoy what I expect will be a great experience",,,,,,,"BEACH_GEAR,PREPAID_REFUEL,PHONE_MOUNT,BEACH_TOWEL,PET_FEE",69.0,"US,US,US","Fort Lauderdale,Pembroke Pines,Weston","26.0321300,26.0294600,26.0950200","-80.4110000,-80.4283100,-80.3650100"
1320208,1320208,GRAY,1,80-90,US,4.0,7.0,GASOLINE,DODGE,"Aloha! 

Welcome to Hawaii and thanks for considering my amazing van. This is a 2016 Dodge Caravan R/T. All leather and can easily fit 7 comfortably. All rear seats can be put away for more cargo space if needed. Travel the island in style and with ease. 

The car is currently parked 1.5mil away from the airport. Only a $7-10 uber ride down the road.. 

Below options for pickup/dropoff:

Option 1: 1.5mi down the road from the airport.
Address: Radford Terrace Community Center

Option 2: Airport terminal pickup/dropoff. (Select the extra ""One-way Trip"")

Just ask and we can work something out to make this trip go smoother.

Message me for further inquiries/questions.

Mahalo!",MINIVAN,283.0,2016.0,Grand Caravan,PASSENGER_MINIVAN,32495.0,"BEACH_GEAR,PREPAID_REFUEL,SNORKELING_GEAR,BEACH_GEAR,ONE_WAY_TRIP,COOLER",60.0,"US,US","Honolulu ,Honolulu","21.3403200,21.3380700","-157.9026800,-157.9036800"
1339009,1339009,BLUE,1,40-50,US,4.0,7.0,GASOLINE,,"**7 PASSENGER SUV** 2018 Volkswagen Tiguan

Aloha from the Island of Maui...We look forward to sharing our car with you! Our VW Tiguan is ready to be your companion while enjoying our beautiful island.

✅ FEATURES:
- 3rd Row Seating (sits 7 passengers)
*please note trunk space is minimal if using the 3rd row
- Touchscreen
- Rear Camera
- USB and 12-Volt Outlet
- Bluetooth
- Remote Keyless Entry
- Cruise Control
- Leather Interior
- Sunroof
- Air Conditioning

📍LOCATION OPTIONS:
Pick the location that works best for you:
▸ KAHULUI LOT (free) - Conveniently located less than 5-minutes from the Kahului Airport. Close to Costco, Costco gas station and delicious food trucks.
▸ AIRPORT DELIVERY ($30)- Details will be sent to you upon booking.
▸ DELIVERY SERVICE ($120) - We currently offer delivery options to the West Side (Lahaina, Kaanapali), South Side (Kihei, Wailea) and North Side (Paia, Haiku). Fee includes pickup & return. You must be present for pickup & return. Delivery service is only offered during our business hours.

⏰ BUSINESS HOURS:
Sunday – Thursday (7am – 9pm)
Friday (7am – 5pm)
Saturday (closed)

From our 'Ohana to yours, we look forward to being of service to you.  If you have any questions, please don't hesitate to ask 🤙

➡️ Check out the other cars we have available on Turo by clicking on our profile or visiting www.chosenrentals.com  ⬅️",,,,,,,"BEACH_TOWEL,BEACH_GEAR,COOLER,PREPAID_REFUEL,CHILD_SAFETY_SEAT",59.0,US,Kahului,20.8880800,-156.4480500
1312773,1312773,WHITE,1,40-50,US,4.0,5.0,GASOLINE,TOYOTA,"This Tacoma is super reliable. It has low mileage and still looks like new. Its versatility makes it perfect for exploring Southern Utah. It rides very smoothly on the highway. It’s not great for heavy off-roading but is perfect for finding great camping, hiking, mountain biking, and exploring mountain trails. It is 4 wheel drive so it does very well in the snow and sand.",TRUCK,278.0,2017.0,Tacoma,CREW_CAB_PICKUP,33530.0,"BIKE,CAMPING_GEAR",67.0,"US,US,US,US,US,US","St. George,St. George,St. George,St. George,St. George,St. George","37.0511200,37.0511200,37.0899700,37.0899700,37.0517000,37.0517000","-113.5248900,-113.5248900,-113.5844300,-113.5844300,-113.5246500,-113.5246500"
1312773,1312773,WHITE,1,40-50,US,4.0,5.0,GASOLINE,TOYOTA,"This Tacoma is super reliable. It has low mileage and still looks like new. Its versatility makes it perfect for exploring Southern Utah. It rides very smoothly on the highway. It’s not great for heavy off-roading but is perfect for finding great camping, hiking, mountain biking, and exploring mountain trails. It is 4 wheel drive so it does very well in the snow and sand.",TRUCK,278.0,2017.0,Tacoma,CREW_CAB_PICKUP,35160.0,"BIKE,CAMPING_GEAR",67.0,"US,US,US,US,US,US","St. George,St. George,St. George,St. George,St. George,St. George","37.0511200,37.0511200,37.0899700,37.0899700,37.0517000,37.0517000","-113.5248900,-113.5248900,-113.5844300,-113.5844300,-113.5246500,-113.5246500"
1312773,1312773,WHITE,1,40-50,US,4.0,5.0,GASOLINE,TOYOTA,"This Tacoma is super reliable. It has low mileage and still looks like new. Its versatility makes it perfect for exploring Southern Utah. It rides very smoothly on the highway. It’s not great for heavy off-roading but is perfect for finding great camping, hiking, mountain biking, and exploring mountain trails. It is 4 wheel drive so it does very well in the snow and sand.",TRUCK,278.0,2017.0,Tacoma,CREW_CAB_PICKUP,43215.0,"BIKE,CAMPING_GEAR",67.0,"US,US,US","St. George,St. George,St. George","37.0511200,37.0899700,37.0517000","-113.5248900,-113.5844300,-113.5246500"
1312773,1312773,WHITE,1,40-50,US,4.0,5.0,GASOLINE,TOYOTA,"This Tacoma is super reliable. It has low mileage and still looks like new. Its versatility makes it perfect for exploring Southern Utah. It rides very smoothly on the highway. It’s not great for heavy off-roading but is perfect for finding great camping, hiking, mountain biking, and exploring mountain trails. It is 4 wheel drive so it does very well in the snow and sand.",TRUCK,278.0,2017.0,Tacoma,CREW_CAB_PICKUP,41215.0,"BIKE,CAMPING_GEAR",67.0,"US,US,US","St. George,St. George,St. George","37.0511200,37.0899700,37.0517000","-113.5248900,-113.5844300,-113.5246500"
